Time, Energy
0.118400,-9.315608
0.118500,-9.313506
0.118600,-9.311434
0.118700,-9.309393
0.118800,-9.307385
0.118900,-9.305413
0.119000,-9.303464
0.119100,-9.301556
0.119200,-9.299679
0.119300,-9.297835
0.119400,-9.296017
0.119500,-9.294233
0.119600,-9.292482
0.119700,-9.290767
0.119800,-9.289095
0.119900,-9.287453
0.120000,-9.285855
0.120100,-9.284281
0.120200,-9.282734
0.120300,-9.281231
0.120400,-9.279764
0.120500,-9.278322
0.120600,-9.276927
0.120700,-9.275559
0.120800,-9.274226
0.120900,-9.272934
0.121000,-9.271683
0.121100,-9.270462
0.121200,-9.269280
0.121300,-9.268130
0.121400,-9.267015
0.121500,-9.265940
0.121600,-9.264902
0.121700,-9.263894
0.121800,-9.262911
0.121900,-9.261972
0.122000,-9.261051
0.122100,-9.260181
0.122200,-9.259336
0.122300,-9.258523
0.122400,-9.257744
0.122500,-9.257002
0.122600,-9.256285
0.122700,-9.255595
0.122800,-9.254936
0.122900,-9.254324
0.123000,-9.253730
0.123100,-9.253157
0.123200,-9.252614
0.123300,-9.252098
0.123400,-9.251612
0.123500,-9.251147
0.123600,-9.250716
0.123700,-9.250293
0.123800,-9.249895
0.123900,-9.249528
0.124000,-9.249190
0.124100,-9.248866
0.124200,-9.248556
0.124300,-9.248270
0.124400,-9.247994
0.124500,-9.247735
0.124600,-9.247496
0.124700,-9.247255
0.124800,-9.247039
0.124900,-9.246834
0.125000,-9.246643
0.125100,-9.246449
0.125200,-9.246281
0.125300,-9.246118
0.125400,-9.245959
0.125500,-9.245805
0.125600,-9.245659
0.125700,-9.245512
0.125800,-9.245373
0.125900,-9.245217
0.126000,-9.245070
0.126100,-9.244925
0.126200,-9.244773
0.126300,-9.244614
0.126400,-9.244453
0.126500,-9.244271
0.126600,-9.244085
0.126700,-9.243888
0.126800,-9.243682
