Time, Energy
0.135900,3.854660
0.136000,3.854380
0.136100,3.854136
0.136200,3.853930
0.136300,3.853762
0.136400,3.853635
0.136500,3.853549
0.136600,3.853506
0.136700,3.853507
0.136800,3.853554
0.136900,3.853649
0.137000,3.853791
0.137100,3.853982
0.137200,3.854224
0.137300,3.854519
0.137400,3.854866
0.137500,3.855267
0.137600,3.855724
0.137700,3.856238
0.137800,3.856810
0.137900,3.857440
0.138000,3.858130
0.138100,3.858881
0.138200,3.859693
0.138300,3.860567
0.138400,3.861504
0.138500,3.862504
0.138600,3.863567
0.138700,3.864695
0.138800,3.865888
0.138900,3.867146
0.139000,3.868470
0.139100,3.869860
0.139200,3.871316
0.139300,3.872838
0.139400,3.874427
